"","reg","month","year","name","area_sq_km","nl_count_0","nl_count_4","nl_min_0","nl_min_4","nl_max_0","nl_max_4","nl_mean_0","nl_mean_4","nl_sum_0","nl_sum_4","nl_nodata_0","nl_nodata_4","nl_median_0","nl_median_4","nl_std_0","nl_std_4","tw_count","tw_n_settlements"
"112","UA_05",4,2019,"Vinnytska",26490.97265625,187220,187220,0,0,502,468,1.314661860466,1.50089728832245,246131,280998,0,0,0,0,11.2565040588379,10.5064096450806,106,38
"113","UA_05",5,2019,"Vinnytska",26490.97265625,186543,186543,0,0,594,471,1.30671215057373,2.07725834846497,243758,387498,677,677,0,0,12.088321685791,11.3618268966675,106,38
"114","UA_05",6,2019,"Vinnytska",26490.97265625,600,600,0,0,86,116,1.98500001430511,5.46000003814697,1191,3276,186620,186620,0,6,7.0714054107666,7.16182470321655,99,38
"115","UA_05",7,2019,"Vinnytska",26490.97265625,187220,187220,0,0,499,1177,1.28982484340668,1.44067406654358,241481,269723,0,0,0,0,11.0267791748047,10.294487953186,86,38
"116","UA_05",8,2019,"Vinnytska",26490.97265625,187220,187220,0,0,522,415,1.24133110046387,17.6555233001709,232402,3305467,0,0,0,16,11.1584243774414,10.4238214492798,69,38
"117","UA_05",9,2019,"Vinnytska",26490.97265625,187220,187220,0,0,740,364,5.19152355194092,6.69041776657104,971957,1252580,0,0,5,0,11.8398180007935,11.8516778945923,66,38
"118","UA_05",10,2019,"Vinnytska",26490.97265625,187220,187220,0,0,459,378,3.66434144973755,1.385049700737,686038,259309,0,0,0,0,10.4546546936035,9.35367393493652,88,38
"119","UA_05",11,2019,"Vinnytska",26490.97265625,187220,187220,0,0,478,384,4.66574096679688,4.34174251556396,873520,812861,0,0,5,5,11.2261610031128,9.55258655548096,52,38
"120","UA_05",12,2019,"Vinnytska",26490.97265625,187220,187220,0,0,812,644,1.85829508304596,1.8807178735733,347910,352108,0,0,0,0,10.881932258606,9.76042079925537,46,38
"121","UA_05",1,2020,"Vinnytska",26490.97265625,187210,187210,0,0,809,2497,2.05856513977051,2.48174238204956,385384,464607,10,10,0,0,10.7365064620972,14.3352479934692,72,38
"122","UA_05",2,2020,"Vinnytska",26490.97265625,187220,187220,0,0,1179,637,1.62461805343628,1.25204575061798,304161,234408,0,0,0,0,11.7597208023071,10.3640470504761,39,38
"123","UA_05",3,2020,"Vinnytska",26490.97265625,41,41,0,0,0,0,0,0,0,0,187179,187179,0,0,0,0,49,38
"124","UA_05",4,2020,"Vinnytska",26490.97265625,187220,187220,0,0,556,530,1.21925008296967,1.28924262523651,228268,241372,0,0,0,0,11.068790435791,10.7955484390259,40,38
"125","UA_05",5,2020,"Vinnytska",26490.97265625,187220,187220,0,0,583,451,1.27318131923676,1.56297934055328,238365,292621,0,0,0,0,12.0718126296997,11.3627662658691,78,38
"126","UA_05",6,2020,"Vinnytska",26490.97265625,9333,9333,0,0,56,56,1.71327543258667,2.22693657875061,15990,20784,177887,177887,0,0,4.01978302001953,4.42346668243408,72,38
"127","UA_05",7,2020,"Vinnytska",26490.97265625,187220,187220,0,0,486,466,1.49538505077362,1.87475168704987,279966,350991,0,0,0,0,11.9572429656982,11.2019910812378,75,38
"128","UA_05",8,2020,"Vinnytska",26490.97265625,187220,187220,0,0,461,436,1.24375069141388,1.26500368118286,232855,236834,0,0,0,0,10.6678972244263,10.1411895751953,59,38
"129","UA_05",9,2020,"Vinnytska",26490.97265625,187220,187220,0,0,458,410,1.17980456352234,1.23406684398651,220883,231042,0,0,0,0,10.4622459411621,10.1162309646606,50,38
"130","UA_05",10,2020,"Vinnytska",26490.97265625,187220,187220,0,0,648,400,1.1381208896637,1.27067089080811,213079,237895,0,0,0,0,11.2902231216431,9.57113647460938,40,38
"131","UA_05",11,2020,"Vinnytska",26490.97265625,187208,187208,0,0,635,448,1.1292519569397,1.39756309986115,211405,261635,12,12,0,0,11.184871673584,10.0368356704712,32,38
"132","UA_05",12,2020,"Vinnytska",26490.97265625,187179,187179,0,0,635,517,1.12450110912323,1.97367763519287,210483,369431,41,41,0,0,11.2598457336426,11.4517078399658,38,38
"133","UA_05",1,2021,"Vinnytska",26490.97265625,187206,187206,0,0,5004,3992,5.3852653503418,2.43535995483398,1008154,455914,14,14,0,0,28.910493850708,24.688591003418,48,38
"134","UA_05",2,2021,"Vinnytska",26490.97265625,187124,187124,0,0,1031,1208,5.87572431564331,5.27051067352295,1099489,986239,96,96,0,0,22.7011585235596,15.3437023162842,23,38
"135","UA_05",3,2021,"Vinnytska",26490.97265625,187220,187220,0,0,922,446,2.93555164337158,1.41213011741638,549594,264379,0,0,0,0,16.9959506988525,11.3673658370972,37,38
"136","UA_05",4,2021,"Vinnytska",26490.97265625,187220,187220,0,0,494,438,1.52008867263794,1.57517898082733,284591,294905,0,0,0,0,13.060492515564,11.8208494186401,37,38
"137","UA_05",5,2021,"Vinnytska",26490.97265625,187220,187220,0,0,524,519,1.79997861385345,2.37505602836609,336992,444658,0,0,0,0,14.5131053924561,13.9824924468994,57,38
"138","UA_05",6,2021,"Vinnytska",26490.97265625,6540,6540,0,0,44,47,0.83318042755127,2.67232418060303,5449,17477,180680,180680,0,0,2.9650616645813,4.65965175628662,54,38
"139","UA_05",7,2021,"Vinnytska",26490.97265625,187219,187219,0,0,465,460,1.92206990718842,2.65453290939331,359848,496979,1,1,0,0,13.1902141571045,12.0982456207275,68,38
"140","UA_05",8,2021,"Vinnytska",26490.97265625,187220,187220,0,0,1169,525,1.62716591358185,1.98182356357574,304638,371037,0,0,0,0,13.5271511077881,10.8153581619263,67,38
"141","UA_05",9,2021,"Vinnytska",26490.97265625,187220,187220,0,0,1319,500,1.38055229187012,1.56697463989258,258467,293369,0,0,0,0,12.6392803192139,10.9516296386719,67,38
"142","UA_05",10,2021,"Vinnytska",26490.97265625,187220,187220,0,0,689,596,1.50426232814789,1.72127974033356,281628,322258,0,0,0,0,12.2231435775757,11.7604389190674,59,38
"143","UA_05",11,2021,"Vinnytska",26490.97265625,187220,187220,0,0,846,506,1.52395582199097,1.77350175380707,285315,332035,0,0,0,0,13.0570096969604,12.3082542419434,48,38
"144","UA_05",12,2021,"Vinnytska",26490.97265625,186618,186618,0,0,6000,578,3.45482754707336,3.13634276390076,644733,585298,602,602,0,0,23.9004726409912,13.4390344619751,64,38
"145","UA_05",1,2022,"Vinnytska",26490.97265625,187213,187213,0,0,3382,4049,4.38518714904785,3.10257291793823,820964,580842,7,7,0,0,20.9825344085693,25.5190010070801,28,38
"146","UA_05",2,2022,"Vinnytska",26490.97265625,187220,187220,0,0,1424,636,3.31692123413086,2.8964159488678,620994,542267,0,0,0,0,16.0606174468994,11.4636974334717,30,38
"147","UA_05",3,2022,"Vinnytska",26490.97265625,187220,187220,0,0,464,288,1.01655268669128,0.740364253520966,190319,138611,0,0,0,0,9.77619457244873,7.44773435592651,35,38
"148","UA_05",4,2022,"Vinnytska",26490.97265625,187220,187220,0,0,466,260,0.869955122470856,1.05825233459473,162873,198126,0,0,0,0,9.52161312103271,6.38757085800171,24,38
"149","UA_05",5,2022,"Vinnytska",26490.97265625,187220,187220,0,0,390,257,0.744530498981476,0.798846304416656,139391,149560,0,0,0,0,8.50895118713379,6.81155252456665,32,38
"150","UA_07",1,2010,"Volynska",20149.451171875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14
"151","UA_07",2,2010,"Volynska",20149.451171875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14
"152","UA_07",3,2010,"Volynska",20149.451171875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14
